id_releve,orga_fournisseur,programmes,date_releve_deb,date_releve_fin,releve_type,observateurs,insee,lieudit,comm_loc,comm_milieu,lithologie,geologie,exposition,pente,rec_total,refbiblio,page,code_perso,id_precision,x_l93,y_l93
8660629,Conservatoire botanique national alpin,ROCVEG,8/7/2020,8/7/2020,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / ZIMMER Anaïs,74056,Glacier du Tour,Glacier du Tour,Marge proglaciaire,,,,,50-75%,,,Band : A,P,1007168,6551798
8661038,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : C,P,983897,6474631
8661039,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Gravel: +,,,,,<5%,,,Band : B,P,983641,6474663
8661040,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : B,P,983604,6474717
8661041,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,"Total substrat: 95.5 ; Gravel: 0.5
",,,,,<5%,,,Band : B,P,983626,6474774
8661042,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire - recouvrement : 50% cyanobacteria,,,,,50-75%,,,Band : B,P,983707,6474711
8661043,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Total substrat: 39.5; Gravel: 2.5,,,,,50-75%,,,Band : C,P,983846,6474851
8661044,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire - recouvrement : 10% cyanobateria,,,,,25-50%,,,Band : C,P,983828,6474950
8661045,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Gravel: +,,,,,25-50%,,,Band : C,P,983776,6474948
8661046,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,983771,6475559
8661048,Conservatoire botanique national alpin,ROCVEG,8/10/2020,8/10/2020,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,983832,6475873
8800621,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,984203,6474105
8845405,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,CORJON Jonathan / MERHAN Baptiste,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,983899,6474274
8887655,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 1985-2003,P,984114,6474267
8971667,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,AUGE Vincent / MERHAN Baptiste,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,984366,6473881
8972997,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,25-50%,,,Band : 1985-2003,P,983758,6474598
8973007,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,984131,6474187
9013729,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,984275,6473984
9013730,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,983894,6475512
9014743,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,984067,6474291
9014744,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,984260,6474005
9014906,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,984319,6473917
9014907,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 1985-2003,P,984455,6473625
9014923,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 1985-2003,P,984298,6474020
9015195,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,25-50%,,,Band : LIA,P,983916,6475218
9015196,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,25-50%,,,Band : LIA,P,983757,6475756
9015198,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,AUGE Vincent / MERHAN Baptiste,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,984213,6474140
9025595,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 2003-2008,P,984159,6474177
9036301,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 2003-2008,P,983950,6474173
9146327,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,984299,6473778
9153892,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 2008-2018,P,983895,6474317
9177884,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,983878,6475309
9340315,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 2003-2008,P,984112,6474210
9373264,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,983756,6474618
9675988,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 1985-2003,P,984437,6473593
9729999,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 2008-2018,P,983791,6474449
9792133,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,984233,6473902
9842463,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 2008-2018,P,983953,6474242
9851354,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,984091,6474268
9866427,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 2008-2018,P,984313,6473697
9881474,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,984013,6474300
9888674,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,50-75%,,,Band : LIA,P,983848,6474772
9888675,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,983880,6475487
9888676,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 1985-2003,P,984238,6473836
9888677,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 1985-2003,P,984434,6473652
9888678,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,25-50%,,,Band : LIA,P,983860,6474660
9889811,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,984219,6474002
9889812,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,983904,6474439
9889813,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 1985-2003,P,983837,6474468
9906273,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,983991,6474245
9906647,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,984220,6473954
9906648,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,MERHAN Baptiste / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,984161,6474379
9948798,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,984169,6474163
9948953,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 1985-2003,P,984488,6473586
9953065,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,CORJON Jonathan / MERHAN Baptiste,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,983719,6474512
9960374,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,CORJON Jonathan / MERHAN Baptiste,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,983864,6474942
9989424,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,, Band : LIA,P,983881,6475094
9989425,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,984100,6474226
9989430,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,VALLEE Sophie / AUGE Vincent,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,,,,Band : 2008-2018,P,983719,6474503
9989431,Conservatoire botanique national alpin,ROCVEG,7/29/2019,7/29/2019,Relevé de terrain,MERHAN Baptiste / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 2003-2008,P,983964,6474357
9998878,Conservatoire botanique national alpin,ROCVEG,7/30/2019,7/30/2019,Relevé de terrain,VALLEE Sophie / CORJON Jonathan,73015,Glacier de Gébroulaz,Glacier de Gébroulaz,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,983942,6474437
10400805,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,1000689,6540557
10400806,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : LIA,P,1000668,6540567
10400811,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,1000692,6540504
10400816,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : LIA,P,1000691,6540568
10400821,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : LIA,P,1000637,6540525
10400823,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,25-50%,,,Band : LIA,P,1000716,6540542
10400824,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : LIA,P,1000680,6540488
10400936,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : 1985-2003,P,1000846,6540578
10400939,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,>75%,,,Band : 1985-2003,P,1000913,6540533
10400941,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,1000862,6540571
10400943,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : 1985-2003,P,1000872,6540627
10400944,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : 1985-2003,P,1000854,6540543
10400946,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,>75%,,,Band : 1985-2003,P,1000908,6540529
10400948,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,1000842,6540604
10400950,Conservatoire botanique national alpin,ROCVEG,7/8/2019,7/8/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,1000915,6540574
10401268,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire - sur une crète avec substrat plus fin,,,,,5-10%,,,Band : 2003-2008,P,1001019,6540412
10401270,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : 2003-2008,P,1000889,6540304
10401601,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,,,,Band : 2003-2008,P,1001027,6540474
10401604,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire - +25% dalle,,,,,5-10%,,,Band : 2003-2008,P,1001002,6540519
10401606,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide,74056,Glacier des Pélerins,,Marge proglaciaire - dépression,,,,,10-25%,,,Band : 2003-2008,P,1000867,6540266
